Sentiment,Description,Score
positive,"US Bancorp DE grew its holdings in shares of Palantir Technologies Inc. (NYSE:PLTR &#8211; Free Report) by 15.9% in the 1st quarter, according to its most recent disclosure with the SEC. The fund owned 198,930 shares of the company&#8217;s stock after purchasing an additional 27,322 shares during the period. US Bancorp DE&#8217;s holdings in Palantir [&#8230;]",0.836
neutral,He meets Union Minister of State for Science and Technology Jitendra Singh,0.0
neutral,Lisata to use Haystack technology to evaluate pancreatic cancer asset certepetide,-0.4404
neutral,"Check out the honorees of the industry's only peer-nominated award program brought to you by Security Business magazine, SecurityInfoWatch.com and Security Technology Executive magazine",0.891
positive,"Avantax Advisory Services Inc. increased its holdings in iShares Exponential Technologies ETF (NASDAQ:XT &#8211; Free Report) by 10.1% in the 1st quarter, Holdings Channel.com reports. The institutional investor owned 27,863 shares of the company&#8217;s stock after purchasing an additional 2,559 shares during the period. Avantax Advisory Services Inc.&#8217;s holdings in iShares Exponential Technologies ETF were [&#8230;]",0.8316
positive,"Avantax Advisory Services Inc. boosted its position in shares of iShares Exponential Technologies ETF (NASDAQ:XT &#8211; Free Report) by 10.1% in the 1st quarter, according to its most recent filing with the Securities and Exchange Commission. The fund owned 27,863 shares of the company&#8217;s stock after purchasing an additional 2,559 shares during the quarter. Avantax [&#8230;]",0.9118
neutral,(marketscreener.com) Comprehensive vehicle optimization using our long-accumulated technologies and user insights A key individual in design and development with a thorough understanding of client needs Katsumi Umeda 1st Product Development...https://www.marketscreener.com/quote/stock/PANASONIC-HOLDINGS-CORPOR-6492473/news/A-New-Form-of-Co-creation-with-Clients-Bringing-Diverse-Ideas-Together-to-Develop-the-Next-Generatio-47414543/?utm_medium=RSS&utm_content=20240718,0.5574
negative,"(marketscreener.com) With artificial intelligence rapidly transforming our world, developers and adopters face the challenge of securing AI technology while navigating guidelines and standards that are often inconsistent and siloed. As developers work through these challenges, it's critical to develop and share practices that keep security at the...https://www.marketscreener.com/quote/stock/INTEL-CORPORATION-4829/news/Intel-Welcomes-the-Coalition-for-Secure-AI-47414535/?utm_medium=RSS&utm_content=20240718",0.8074
neutral,"(marketscreener.com) L3Harris Technologies is at the forefront of developing mission systems flexibility for the Team Lynx XM30, the U.S. Army's next-generation combat vehicle program, revolutionizing protection, mobility, future growth, and lethality. As a key player in Team Lynx, we're delivering mission systems using digital engineering and Modular...https://www.marketscreener.com/quote/stock/L3HARRIS-TECHNOLOGIES-INC-60951433/news/L3Harris-Technologies-Delivers-Open-Systems-Expertise-for-the-Team-Lynx-Next-Gen-Combat-Vehicle-47414534/?utm_medium=RSS&utm_content=20240718",0.3818
positive,"Avantax Advisory Services Inc. lifted its position in shares of Block, Inc. (NYSE:SQ &#8211; Free Report) by 6.3% in the first quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 21,928 shares of the technology company&#8217;s stock after buying an additional 1,292 shares during the period. Avantax [&#8230;]",0.802
positive,"Avantax Advisory Services Inc. grew its stake in Block, Inc. (NYSE:SQ &#8211; Free Report) by 6.3% in the first quarter, HoldingsChannel.com reports. The fund owned 21,928 shares of the technology company&#8217;s stock after acquiring an additional 1,292 shares during the period. Avantax Advisory Services Inc.&#8217;s holdings in Block were worth $1,855,000 at the end of [&#8230;]",0.4215
positive,"Avantax Advisory Services Inc. lifted its holdings in Uber Technologies, Inc. (NYSE:UBER &#8211; Free Report) by 24.2% during the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 25,169 shares of the ride-sharing company&#8217;s stock after purchasing an additional 4,898 shares during the period. Avantax [&#8230;]",0.836
positive,"Avantax Advisory Services Inc. increased its position in Uber Technologies, Inc. (NYSE:UBER &#8211; Free Report) by 24.2% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 25,169 shares of the ride-sharing company&#8217;s stock after acquiring an additional 4,898 shares during the period. Avantax Advisory [&#8230;]",0.875
neutral,"WESTFORD, Mass., July 18, 2024 /PRNewswire/ -- According to SkyQuest, the global Cancer Therapeutics Market size was valued at USD 136.6 Billion in 2022 and is poised to grow from USD 149.02 Billi...",-0.128
positive,Both companies commit to actively engage with common suppliers to help them drive effective decarbonization strategies. The aim is to identify areas for improvement and support suppliers in settin...,0.9468
positive,The technology of Elon Musk (Musktech) companies will be getting powerful combination products over the next 12 months. The technology products from each individual company are already . Driver assist operators validating Tesla FSD 1.5 observed the vehicles were using a SpaceX Starlink mini. Neuralink can connect to devices that use Bluetooth so it could ... Read more,0.6369
neutral,(marketscreener.com) Improves PCIe design productivity using a smarter and streamlined workflow with simulation-driven virtual compliance test solutionsSupports design exploration and report generation that speeds chiplet signal integrity analysis and UCIe compliance verification to increase designer productivity and time-to-markethttps://www.marketscreener.com/quote/stock/KEYSIGHT-TECHNOLOGIES-INC-18426374/news/Keysight-Introduces-PCIe-Designer-and-Chiplet-PHY-Designer-for-Digital-Standards-Driven-Simulation-W-47414462/?utm_medium=RSS&utm_content=20240718,0.891
positive,(marketscreener.com) Both companies commit to actively engage with common suppliers to help them drive effective decarbonization strategies.The aim is to identify areas for improvement and support suppliers in setting their own science-based emissions reduction targets.The partnership of Infineon and Amkor is set to bring the green supplier engagement of...https://www.marketscreener.com/quote/stock/AMKOR-TECHNOLOGY-INC-8349/news/Infineon-and-Amkor-Sign-Memorandum-of-Understanding-To-Stimulate-Sustainable-Action-Across-the-Suppl-47414461/?utm_medium=RSS&utm_content=20240718,0.9607
positive,"(marketscreener.com) MURRIETA, Calif., July 18, 2024 /PRNewswire/ --&nbsp;HNO International , a leading innovator in hydrogen production and refueling technologies, is announcing&nbsp;the receipt of a significant purchase order for its innovative&nbsp;hydrogen dispensers. This order will support the deployment of next-generation mobile refueling stations, marking a...https://www.marketscreener.com/quote/stock/HNO-INTERNATIONAL-INC-111313811/news/HNO-International-Receives-Purchase-Order-for-Next-Generation-Hydrogen-Dispensers-for-Mobile-Refueli-47414445/?utm_medium=RSS&utm_content=20240718",0.5423
positive,"US Bancorp DE lowered its holdings in Zebra Technologies Co. (NASDAQ:ZBRA &#8211; Free Report) by 16.9% during the first quarter, according to the company in its most recent Form 13F filing with the SEC. The institutional investor owned 13,009 shares of the industrial products company&#8217;s stock after selling 2,645 shares during the quarter. US Bancorp [&#8230;]",0.7351
positive,"US Bancorp DE lifted its stake in ASE Technology Holding Co., Ltd. (NYSE:ASX &#8211; Free Report) by 9.7% during the first quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The fund owned 362,254 shares of the semiconductor company&#8217;s stock after purchasing an additional 31,930 shares [&#8230;]",0.836
positive,"US Bancorp DE reduced its stake in Zebra Technologies Co. (NASDAQ:ZBRA &#8211; Free Report) by 16.9% during the first quarter, Holdings Channel.com reports. The firm owned 13,009 shares of the industrial products company&#8217;s stock after selling 2,645 shares during the quarter. US Bancorp DE&#8217;s holdings in Zebra Technologies were worth $3,921,000 as of its most [&#8230;]",0.8225
positive,"US Bancorp DE decreased its stake in Fidelity National Information Services, Inc. (NYSE:FIS &#8211; Free Report) by 9.2% in the first quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 58,206 shares of the information technology services provider&#8217;s stock after selling 5,931 shares during [&#8230;]",0.836
positive,"Novus Holdings has invested R55 million in Bytefuse, an AI company, to enhance its enterprise-scale solutions. Maski, an AI-powered tutoring software from Maskew Miller Learning (MML), will help students in South Africa who don&#8217;t have access to private education support. MML&#8217;s AI tutor simulates one-on-one tutoring, improving student performance by an average of two grades. This [&#8230;]The post Novus Holdings Invests R55 Million in AI Innovation Company first appeared on IT News Africa | Business Technology, Telecoms and Startup News.",0.8885
positive,"Russell Investments Group Ltd. grew its stake in shares of Watts Water Technologies, Inc. (NYSE:WTS &#8211; Free Report) by 21.0% during the 1st quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 74,764 shares of the technology company&#8217;s stock after buying an additional 12,951 shares [&#8230;]",0.8779
